where,word,mean,pinYin,toggle,pinYinSearch,Pronunciation
上海·市区(中新派),窍(竅),[空],chiau5(tɕʰiɔ³³⁴),true,chiau5,暂无
上海·市区(中新派),峭(峭),[空],chiau5(tɕʰiɔ³³⁴),true,chiau5,暂无
上海·市区(中新派),瞧(瞧),[空],jiau6(dʑiɔ¹¹³),true,jiau6,暂无
上海·市区(中新派),桥(橋),[空],jiau6(dʑiɔ¹¹³),true,jiau6,暂无
上海·市区(中新派),乔(喬),[空],jiau6(dʑiɔ¹¹³),true,jiau6,暂无
上海·市区(中新派),荞(蕎),[空],jiau6(dʑiɔ¹¹³),true,jiau6,暂无
上海·市区(中新派),轿(轎),[空],jiau6(dʑiɔ¹¹³),true,jiau6,暂无
上海·市区(中新派),翘(翹),木头~脱，木板受潮后弯曲不平,jiau6(dʑiɔ¹¹³),true,jiau6,暂无
上海·市区(中新派),挢(撟),~石头，顶起,jiau6(dʑiɔ¹¹³),true,jiau6,暂无
上海·市区(中新派),鸟(鳥),文,gniau1(ȵiɔ⁵³),true,gniau1,暂无
上海·市区(中新派),尿(尿),文,gniau1(ȵiɔ⁵³),true,gniau1,暂无
上海·市区(中新派),饶(饒),白,gniau6(ȵiɔ¹¹³),true,gniau6,暂无
上海·市区(中新派),桡(橈),[空],gniau6(ȵiɔ¹¹³),true,gniau6,暂无
上海·市区(中新派),蛲(蟯),[空],gniau6(ȵiɔ¹¹³),true,gniau6,暂无
上海·市区(中新派),挠(撓),白,gniau6(ȵiɔ¹¹³),true,gniau6,暂无
上海·市区(中新派),绕(繞),[空],gniau6(ȵiɔ¹¹³),true,gniau6,暂无
上海·市区(中新派),铙(鐃),[空],gniau6(ȵiɔ¹¹³),true,gniau6,暂无
上海·市区(中新派),扰(擾),[空],gniau6(ȵiɔ¹¹³),true,gniau6,暂无
上海·市区(中新派),嬲(嬲),[空],gniau6(ȵiɔ¹¹³),true,gniau6,暂无
上海·市区(中新派),尧(堯),[空],gniau6(ȵiɔ¹¹³),true,gniau6,暂无
上海·市区(中新派),消(消),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),宵(宵),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),霄(霄),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),硝(硝),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),销(銷),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),逍(逍),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),枭(梟),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),枵(枵),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),嚣(囂),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),潇(瀟),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),萧(蕭),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),箫(簫),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),啸(嘯),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),肖(肖),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),鞘(鞘),[空],shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),捎(捎),~耳朵，~鸟窠,shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),捎(捎),~地光，乱翻滚摩擦,shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),捎(捎),~篮球，投篮,shiau1(ɕiɔ⁵³),true,shiau1,暂无
上海·市区(中新派),淆(淆),[空],shiau5(ɕiɔ³³⁴),true,shiau5,暂无
上海·市区(中新派),小(小),[空],shiau5(ɕiɔ³³⁴),true,shiau5,暂无
上海·市区(中新派),筱(筱),[空],shiau5(ɕiɔ³³⁴),true,shiau5,暂无
上海·市区(中新派),晓(曉),[空],shiau5(ɕiɔ³³⁴),true,shiau5,暂无
上海·市区(中新派),孝(孝),[空],shiau5(ɕiɔ³³⁴),true,shiau5,暂无
上海·市区(中新派),笑(笑),[空],shiau5(ɕiɔ³³⁴),true,shiau5,暂无
上海·市区(中新派),哮(哮),[空],shiau5(ɕiɔ³³⁴),true,shiau5,暂无
上海·市区(中新派),酵(酵),[空],shiau5(ɕiɔ³³⁴),true,shiau5,暂无
上海·市区(中新派),樵(樵),[空],zhiau6(ʑiɔ¹¹³),true,zhiau6,暂无
上海·市区(中新派),谯(譙),[空],zhiau6(ʑiɔ¹¹³),true,zhiau6,暂无
上海·市区(中新派),憔(憔),~悴,zhiau6(ʑiɔ¹¹³),true,zhiau6,暂无
上海·市区(中新派),剿(剿),[空],zhiau6(ʑiɔ¹¹³),true,zhiau6,暂无
上海·市区(中新派),巢(巢),[空],zhiau6(ʑiɔ¹¹³),true,zhiau6,暂无
上海·市区(中新派),缫(繅),[空],zhiau6(ʑiɔ¹¹³),true,zhiau6,暂无
上海·市区(中新派),㩭(㩭),瞎~，捣乱,zhiau6(ʑiɔ¹¹³),true,zhiau6,暂无
上海·市区(中新派),淆(淆),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),郊(郊),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),肴(餚),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),爻(爻),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),校(校),学~,yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),摇(搖),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),谣(謠),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),遥(遙),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),瑶(瑤),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),徭(徭),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),姚(姚),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),尧(堯),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),咬(咬),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),舀(舀),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),杳(杳),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),耀(耀),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),曜(曜),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),鹞(鷂),[空],yau6(ɦiɔ¹¹³),true,yau6,暂无
上海·市区(中新派),妖(妖),[空],iau1(iɔ⁵³),true,iau1,暂无
上海·市区(中新派),夭(夭),[空],iau1(iɔ⁵³),true,iau1,暂无
上海·市区(中新派),邀(邀),[空],iau1(iɔ⁵³),true,iau1,暂无
上海·市区(中新派),要(要),~求,iau1(iɔ⁵³),true,iau1,暂无
上海·市区(中新派),腰(腰),[空],iau1(iɔ⁵³),true,iau1,暂无
上海·市区(中新派),吆(吆),[空],iau1(iɔ⁵³),true,iau1,暂无
上海·市区(中新派),幺(幺),[空],iau1(iɔ⁵³),true,iau1,暂无
上海·市区(中新派),要(要),[空],iau5(iɔ³³⁴),true,iau5,暂无
上海·市区(中新派),闄(闄),纸头一~两，折叠,iau5(iɔ³³⁴),true,iau5,暂无
上海·市区(中新派),剖(剖),[空],pheu1(pʰɤ⁵³),true,pheu1,暂无
上海·市区(中新派),谋(謀),[空],meu6(mɤ¹¹³),true,meu6,暂无
上海·市区(中新派),眸(眸),[空],meu6(mɤ¹¹³),true,meu6,暂无
上海·市区(中新派),牟(牟),[空],meu6(mɤ¹¹³),true,meu6,暂无
上海·市区(中新派),侔(侔),[空],meu6(mɤ¹¹³),true,meu6,暂无
上海·市区(中新派),某(某),[空],meu6(mɤ¹¹³),true,meu6,暂无
上海·市区(中新派),亩(畝),[空],meu6(mɤ¹¹³),true,meu6,暂无
上海·市区(中新派),牡(牡),[空],meu6(mɤ¹¹³),true,meu6,暂无
上海·市区(中新派),矛(矛),[空],meu6(mɤ¹¹³),true,meu6,暂无
上海·市区(中新派),贸(貿),[空],meu6(mɤ¹¹³),true,meu6,暂无
上海·市区(中新派),茂(茂),[空],meu6(mɤ¹¹³),true,meu6,暂无
上海·市区(中新派),否(否),[空],feu5(fɤ³³⁴),true,feu5,暂无
上海·市区(中新派),缶(缶),[空],feu5(fɤ³³⁴),true,feu5,暂无
上海·市区(中新派),浮(浮),[空],veu6(vɤ¹¹³),true,veu6,暂无
上海·市区(中新派),蜉(蜉),[空],veu6(vɤ¹¹³),true,veu6,暂无
上海·市区(中新派),负(負),[空],veu6(vɤ¹¹³),true,veu6,暂无
上海·市区(中新派),阜(阜),[空],veu6(vɤ¹¹³),true,veu6,暂无
上海·市区(中新派),桴(桴),[空],veu6(vɤ¹¹³),true,veu6,暂无
上海·市区(中新派),兜(兜),[空],teu1(tɤ⁵³),true,teu1,暂无
上海·市区(中新派),篼(篼),[空],teu1(tɤ⁵³),true,teu1,暂无
上海·市区(中新派),斗(斗),[空],teu5(tɤ³³⁴),true,teu5,暂无
上海·市区(中新派),抖(抖),[空],teu5(tɤ³³⁴),true,teu5,暂无
上海·市区(中新派),斗(鬥),[空],teu5(tɤ³³⁴),true,teu5,暂无
上海·市区(中新派),陡(陡),[空],teu5(tɤ³³⁴),true,teu5,暂无
上海·市区(中新派),蚪(蚪),蝌~,teu5(tɤ³³⁴),true,teu5,暂无
上海·市区(中新派),偷(偷),[空],theu1(tʰɤ⁵³),true,theu1,暂无
上海·市区(中新派),㪗(㪗),[空],theu5(tʰɤ³³⁴),true,theu5,暂无
上海·市区(中新派),透(透),[空],theu5(tʰɤ³³⁴),true,theu5,暂无
上海·市区(中新派),头(頭),[空],deu6(dɤ¹¹³),true,deu6,暂无
上海·市区(中新派),投(投),[空],deu6(dɤ¹¹³),true,deu6,暂无
上海·市区(中新派),骰(骰),[空],deu6(dɤ¹¹³),true,deu6,暂无
上海·市区(中新派),窦(竇),[空],deu6(dɤ¹¹³),true,deu6,暂无
上海·市区(中新派),豆(豆),[空],deu6(dɤ¹¹³),true,deu6,暂无
上海·市区(中新派),逗(逗),[空],deu6(dɤ¹¹³),true,deu6,暂无
上海·市区(中新派),痘(痘),[空],deu6(dɤ¹¹³),true,deu6,暂无
上海·市区(中新派),读(讀),句~,deu6(dɤ¹¹³),true,deu6,暂无
上海·市区(中新派),𠞭(𠞭),~一个洞，抠，挖,leu1(lɤ⁵³),true,leu1,暂无
上海·市区(中新派),搂(摟),[空],leu6(lɤ¹¹³),true,leu6,暂无
上海·市区(中新派),楼(樓),[空],leu6(lɤ¹¹³),true,leu6,暂无
上海·市区(中新派),偻(僂),[空],leu6(lɤ¹¹³),true,leu6,暂无
上海·市区(中新派),娄(婁),[空],leu6(lɤ¹¹³),true,leu6,暂无
上海·市区(中新派),蝼(螻),~蛄,leu6(lɤ¹¹³),true,leu6,暂无
上海·市区(中新派),髅(髏),骷~,leu6(lɤ¹¹³),true,leu6,暂无
上海·市区(中新派),篓(簍),[空],leu6(lɤ¹¹³),true,leu6,暂无
上海·市区(中新派),漏(漏),[空],leu6(lɤ¹¹³),true,leu6,暂无
上海·市区(中新派),陋(陋),[空],leu6(lɤ¹¹³),true,leu6,暂无
上海·市区(中新派),镂(鏤),[空],leu6(lɤ¹¹³),true,leu6,暂无
上海·市区(中新派),瘘(瘻),[空],leu6(lɤ¹¹³),true,leu6,暂无
上海·市区(中新派),揉(揉),[空],leu6(lɤ¹¹³),true,leu6,暂无
上海·市区(中新派),蹂(蹂),~躏,leu6(lɤ¹¹³),true,leu6,暂无
上海·市区(中新派),謱(謱),謰~，语乱,leu6(lɤ¹¹³),true,leu6,暂无
上海·市区(中新派),邹(鄒),[空],tseu1(tsɤ⁵³),true,tseu1,暂无
上海·市区(中新派),诌(謅),[空],tseu1(tsɤ⁵³),true,tseu1,暂无
上海·市区(中新派),周(周),[空],tseu1(tsɤ⁵³),true,tseu1,暂无
上海·市区(中新派),周(週),[空],tseu1(tsɤ⁵³),true,tseu1,暂无
上海·市区(中新派),州(州),[空],tseu1(tsɤ⁵³),true,tseu1,暂无
上海·市区(中新派),洲(洲),[空],tseu1(tsɤ⁵³),true,tseu1,暂无
上海·市区(中新派),昼(晝),[空],tseu1(tsɤ⁵³),true,tseu1,暂无
上海·市区(中新派),走(走),[空],tseu5(tsɤ³³⁴),true,tseu5,暂无
上海·市区(中新派),奏(奏),[空],tseu5(tsɤ³³⁴),true,tseu5,暂无
上海·市区(中新派),肘(肘),[空],tseu5(tsɤ³³⁴),true,tseu5,暂无
上海·市区(中新派),帚(帚),[空],tseu5(tsɤ³³⁴),true,tseu5,暂无
上海·市区(中新派),皱(皺),[空],tseu5(tsɤ³³⁴),true,tseu5,暂无
上海·市区(中新派),绉(縐),[空],tseu5(tsɤ³³⁴),true,tseu5,暂无
上海·市区(中新派),咒(咒),[空],tseu5(tsɤ³³⁴),true,tseu5,暂无
上海·市区(中新派),抽(抽),[空],tsheu1(tsʰɤ⁵³),true,tsheu1,暂无
上海·市区(中新派),凑(湊),[空],tsheu5(tsʰɤ³³⁴),true,tsheu5,暂无
上海·市区(中新派),丑(醜),[空],tsheu5(tsʰɤ³³⁴),true,tsheu5,暂无
上海·市区(中新派),丑(丑),[空],tsheu5(tsʰɤ³³⁴),true,tsheu5,暂无
上海·市区(中新派),臭(臭),[空],tsheu5(tsʰɤ³³⁴),true,tsheu5,暂无
上海·市区(中新派),腠(腠),[空],tsheu5(tsʰɤ³³⁴),true,tsheu5,暂无
上海·市区(中新派),艘(艘),[空],seu1(sɤ⁵³),true,seu1,暂无
上海·市区(中新派),搜(搜),[空],seu1(sɤ⁵³),true,seu1,暂无
上海·市区(中新派),飕(颼),[空],seu1(sɤ⁵³),true,seu1,暂无
上海·市区(中新派),馊(餿),[空],seu1(sɤ⁵³),true,seu1,暂无
上海·市区(中新派),溲(溲),[空],seu1(sɤ⁵³),true,seu1,暂无
上海·市区(中新派),收(收),[空],seu1(sɤ⁵³),true,seu1,暂无
上海·市区(中新派),叟(叟),[空],seu5(sɤ³³⁴),true,seu5,暂无
上海·市区(中新派),擞(擻),抖~,seu5(sɤ³³⁴),true,seu5,暂无
上海·市区(中新派),嗽(嗽),咳~,seu5(sɤ³³⁴),true,seu5,暂无
上海·市区(中新派),手(手),[空],seu5(sɤ³³⁴),true,seu5,暂无
上海·市区(中新派),首(首),[空],seu5(sɤ³³⁴),true,seu5,暂无
上海·市区(中新派),守(守),[空],seu5(sɤ³³⁴),true,seu5,暂无
上海·市区(中新派),瘦(瘦),[空],seu5(sɤ³³⁴),true,seu5,暂无
上海·市区(中新派),兽(獸),[空],seu5(sɤ³³⁴),true,seu5,暂无
上海·市区(中新派),狩(狩),[空],seu5(sɤ³³⁴),true,seu5,暂无
上海·市区(中新派),绸(綢),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),稠(稠),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),筹(籌),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),踌(躊),~躇,zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),畴(疇),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),俦(儔),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),愁(愁),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),仇(仇),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),酬(酬),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),宙(宙),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),胄(胄),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),骤(驟),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),纣(紂),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),受(受),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),绶(綬),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),授(授),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),寿(壽),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),柔(柔),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),揉(揉),[空],zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),蹂(蹂),~躏,zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),寿(壽),~头，傻,zeu6(zɤ¹¹³),true,zeu6,暂无
上海·市区(中新派),勾(勾),[空],keu1(kɤ⁵³),true,keu1,暂无
上海·市区(中新派),钩(鉤),[空],keu1(kɤ⁵³),true,keu1,暂无
上海·市区(中新派),沟(溝),[空],keu1(kɤ⁵³),true,keu1,暂无
上海·市区(中新派),佝(佝),~偻,keu1(kɤ⁵³),true,keu1,暂无
上海·市区(中新派),篝(篝),[空],keu1(kɤ⁵³),true,keu1,暂无
上海·市区(中新派),狗(狗),[空],keu5(kɤ³³⁴),true,keu5,暂无
上海·市区(中新派),茍(茍),[空],keu5(kɤ³³⁴),true,keu5,暂无
上海·市区(中新派),枸(枸),[空],keu5(kɤ³³⁴),true,keu5,暂无
上海·市区(中新派),够(夠),[空],keu5(kɤ³³⁴),true,keu5,暂无
上海·市区(中新派),垢(垢),[空],keu5(kɤ³³⁴),true,keu5,暂无
上海·市区(中新派),构(構),[空],keu5(kɤ³³⁴),true,keu5,暂无
上海·市区(中新派),购(購),[空],keu5(kɤ³³⁴),true,keu5,暂无
上海·市区(中新派),媾(媾),[空],keu5(kɤ³³⁴),true,keu5,暂无
上海·市区(中新派),抠(摳),[空],kheu1(kʰɤ⁵³),true,kheu1,暂无
上海·市区(中新派),眍(瞘),眼睛~下去,kheu1(kʰɤ⁵³),true,kheu1,暂无
上海·市区(中新派),口(口),[空],kheu5(kʰɤ³³⁴),true,kheu5,暂无
上海·市区(中新派),叩(叩),[空],kheu5(kʰɤ³³⁴),true,kheu5,暂无
上海·市区(中新派),扣(釦),[空],kheu5(kʰɤ³³⁴),true,kheu5,暂无
上海·市区(中新派),扣(扣),[空],kheu5(kʰɤ³³⁴),true,kheu5,暂无
上海·市区(中新派),寇(寇),[空],kheu5(kʰɤ³³⁴),true,kheu5,暂无
上海·市区(中新派),蔻(蔻),[空],kheu5(kʰɤ³³⁴),true,kheu5,暂无
上海·市区(中新派),𣹇(𣹇),船~辣泥里，搁浅,kheu5(kʰɤ³³⁴),true,kheu5,暂无
上海·市区(中新派),䊵(䊵),带子~起，收缩,geu6(gɤ¹¹³),true,geu6,暂无
上海·市区(中新派),𧺤(𧺤),脚~起仔，屈而不伸,geu6(gɤ¹¹³),true,geu6,暂无
上海·市区(中新派),跔(跔),~头颈，缩颈,geu6(gɤ¹¹³),true,geu6,暂无
上海·市区(中新派),藕(藕),[空],ngeu6(ŋɤ¹¹³),true,ngeu6,暂无
上海·市区(中新派),偶(偶),[空],ngeu6(ŋɤ¹¹³),true,ngeu6,暂无
上海·市区(中新派),耦(耦),[空],ngeu6(ŋɤ¹¹³),true,ngeu6,暂无
上海·市区(中新派),齁(齁),[空],heu1(hɤ⁵³),true,heu1,暂无
上海·市区(中新派),呴(呴),~势煞，怀怒欲发,heu1(hɤ⁵³),true,heu1,暂无
上海·市区(中新派),吼(吼),~病，哮喘,heu1(hɤ⁵³),true,heu1,暂无
上海·市区(中新派),吼(吼),[空],heu5(hɤ³³⁴),true,heu5,暂无
上海·市区(中新派),鲎(鱟),虹,heu5(hɤ³³⁴),true,heu5,暂无
上海·市区(中新派),侯(侯),[空],gheu6(ɦɤ¹¹³),true,gheu6,暂无
上海·市区(中新派),喉(喉),[空],gheu6(ɦɤ¹¹³),true,gheu6,暂无
上海·市区(中新派),猴(猴),[空],gheu6(ɦɤ¹¹³),true,gheu6,暂无
上海·市区(中新派),瘊(瘊),[空],gheu6(ɦɤ¹¹³),true,gheu6,暂无
上海·市区(中新派),篌(篌),箜~,gheu6(ɦɤ¹¹³),true,gheu6,暂无
上海·市区(中新派),厚(厚),[空],gheu6(ɦɤ¹¹³),true,gheu6,暂无
上海·市区(中新派),后(后),[空],gheu6(ɦɤ¹¹³),true,gheu6,暂无
上海·市区(中新派),后(後),[空],gheu6(ɦɤ¹¹³),true,gheu6,暂无
上海·市区(中新派),候(候),[空],gheu6(ɦɤ¹¹³),true,gheu6,暂无
上海·市区(中新派),欧(歐),[空],eu1(ɤ⁵³),true,eu1,暂无
上海·市区(中新派),区(區),姓,eu1(ɤ⁵³),true,eu1,暂无
上海·市区(中新派),讴(謳),[空],eu1(ɤ⁵³),true,eu1,暂无
上海·市区(中新派),殴(毆),[空],eu1(ɤ⁵³),true,eu1,暂无
上海·市区(中新派),瓯(甌),[空],eu1(ɤ⁵³),true,eu1,暂无
上海·市区(中新派),伛(傴),~腰曲背,eu1(ɤ⁵³),true,eu1,暂无
上海·市区(中新派),呕(嘔),[空],eu5(ɤ³³⁴),true,eu5,暂无
上海·市区(中新派),沤(漚),[空],eu5(ɤ³³⁴),true,eu5,暂无
上海·市区(中新派),怄(慪),[空],eu5(ɤ³³⁴),true,eu5,暂无
上海·市区(中新派),伛(傴),[空],eu5(ɤ³³⁴),true,eu5,暂无
上海·市区(中新派),谬(謬),[空],mieu6(miɤ¹¹³),true,mieu6,暂无
上海·市区(中新派),丢(丟),[空],tieu1(tiɤ⁵³),true,tieu1,暂无
上海·市区(中新派),溜(溜),[空],lieu1(liɤ⁵³),true,lieu1,暂无
上海·市区(中新派),流(流),[空],lieu6(liɤ¹¹³),true,lieu6,暂无
上海·市区(中新派),琉(琉),[空],lieu6(liɤ¹¹³),true,lieu6,暂无
上海·市区(中新派),刘(劉),[空],lieu6(liɤ¹¹³),true,lieu6,暂无
上海·市区(中新派),留(留),[空],lieu6(liɤ¹¹³),true,lieu6,暂无
上海·市区(中新派),榴(榴),[空],lieu6(liɤ¹¹³),true,lieu6,暂无
上海·市区(中新派),瘤(瘤),[空],lieu6(liɤ¹¹³),true,lieu6,暂无
上海·市区(中新派),硫(硫),[空],lieu6(liɤ¹¹³),true,lieu6,暂无
上海·市区(中新派),柳(柳),[空],lieu6(liɤ¹¹³),true,lieu6,暂无
上海·市区(中新派),遛(遛),[空],lieu6(liɤ¹¹³),true,lieu6,暂无
上海·市区(中新派),馏(餾),[空],lieu6(liɤ¹¹³),true,lieu6,暂无
上海·市区(中新派),浏(瀏),[空],lieu6(liɤ¹¹³),true,lieu6,暂无
上海·市区(中新派),绺(綹),[空],lieu6(liɤ¹¹³),true,lieu6,暂无
上海·市区(中新派),揪(揪),[空],cieu1(tɕiɤ⁵³),true,cieu1,暂无
上海·市区(中新派),啾(啾),[空],cieu1(tɕiɤ⁵³),true,cieu1,暂无
上海·市区(中新派),鸠(鳩),[空],cieu1(tɕiɤ⁵³),true,cieu1,暂无
上海·市区(中新派),阄(鬮),[空],cieu1(tɕiɤ⁵³),true,cieu1,暂无
上海·市区(中新派),究(究),[空],cieu1(tɕiɤ⁵³),true,cieu1,暂无
上海·市区(中新派),赳(赳),[空],cieu1(tɕiɤ⁵³),true,cieu1,暂无
上海·市区(中新派),酒(酒),[空],cieu5(tɕiɤ³³⁴),true,cieu5,暂无
上海·市区(中新派),九(九),[空],cieu5(tɕiɤ³³⁴),true,cieu5,暂无
上海·市区(中新派),久(久),[空],cieu5(tɕiɤ³³⁴),true,cieu5,暂无
上海·市区(中新派),韭(韭),[空],cieu5(tɕiɤ³³⁴),true,cieu5,暂无
上海·市区(中新派),玖(玖),[空],cieu5(tɕiɤ³³⁴),true,cieu5,暂无
上海·市区(中新派),救(救),[空],cieu5(tɕiɤ³³⁴),true,cieu5,暂无
上海·市区(中新派),疚(疚),[空],cieu5(tɕiɤ³³⁴),true,cieu5,暂无
上海·市区(中新派),厩(廄),[空],cieu5(tɕiɤ³³⁴),true,cieu5,暂无
上海·市区(中新派),㾭(㾭),人老要~，蜷缩,cieu5(tɕiɤ³³⁴),true,cieu5,暂无
上海·市区(中新派),秋(秋),[空],chieu1(tɕʰiɤ⁵³),true,chieu1,暂无
上海·市区(中新派),鳅(鰍),[空],chieu1(tɕʰiɤ⁵³),true,chieu1,暂无
上海·市区(中新派),秋(鞦),[空],chieu1(tɕʰiɤ⁵³),true,chieu1,暂无
上海·市区(中新派),丘(丘),[空],chieu1(tɕʰiɤ⁵³),true,chieu1,暂无
上海·市区(中新派),邱(邱),[空],chieu1(tɕʰiɤ⁵³),true,chieu1,暂无
上海·市区(中新派),蚯(蚯),[空],chieu1(tɕʰiɤ⁵³),true,chieu1,暂无
上海·市区(中新派),揪(揪),[空],chieu1(tɕʰiɤ⁵³),true,chieu1,暂无
上海·市区(中新派),恘(恘),好~，坏,chieu1(tɕʰiɤ⁵³),true,chieu1,暂无
上海·市区(中新派),囚(囚),[空],jieu6(dʑiɤ¹¹³),true,jieu6,暂无
上海·市区(中新派),泅(泅),[空],jieu6(dʑiɤ¹¹³),true,jieu6,暂无
上海·市区(中新派),求(求),[空],jieu6(dʑiɤ¹¹³),true,jieu6,暂无
上海·市区(中新派),球(球),[空],jieu6(dʑiɤ¹¹³),true,jieu6,暂无
上海·市区(中新派),仇(仇),姓,jieu6(dʑiɤ¹¹³),true,jieu6,暂无
上海·市区(中新派),虬(虬),[空],jieu6(dʑiɤ¹¹³),true,jieu6,暂无
上海·市区(中新派),舅(舅),[空],jieu6(dʑiɤ¹¹³),true,jieu6,暂无
上海·市区(中新派),旧(舊),[空],jieu6(dʑiɤ¹¹³),true,jieu6,暂无
上海·市区(中新派),臼(臼),[空],jieu6(dʑiɤ¹¹³),true,jieu6,暂无
上海·市区(中新派),桕(桕),[空],jieu6(dʑiɤ¹¹³),true,jieu6,暂无
上海·市区(中新派),咎(咎),[空],jieu6(dʑiɤ¹¹³),true,jieu6,暂无
上海·市区(中新派),柩(柩),[空],jieu6(dʑiɤ¹¹³),true,jieu6,暂无
上海·市区(中新派),球(毬),一~花，量词,jieu6(dʑiɤ¹¹³),true,jieu6,暂无
上海·市区(中新派),妞(妞),[空],gnieu1(ȵiɤ⁵³),true,gnieu1,暂无
上海·市区(中新派),扭(扭),[空],gnieu1(ȵiɤ⁵³),true,gnieu1,暂无
上海·市区(中新派),牛(牛),[空],gnieu6(ȵiɤ¹¹³),true,gnieu6,暂无
上海·市区(中新派),纽(紐),[空],gnieu6(ȵiɤ¹¹³),true,gnieu6,暂无
上海·市区(中新派),钮(鈕),[空],gnieu6(ȵiɤ¹¹³),true,gnieu6,暂无
上海·市区(中新派),休(休),[空],shieu1(ɕiɤ⁵³),true,shieu1,暂无
上海·市区(中新派),修(修),[空],shieu1(ɕiɤ⁵³),true,shieu1,暂无
上海·市区(中新派),羞(羞),[空],shieu1(ɕiɤ⁵³),true,shieu1,暂无
上海·市区(中新派),朽(朽),[空],shieu5(ɕiɤ³³⁴),true,shieu5,暂无
上海·市区(中新派),秀(秀),[空],shieu5(ɕiɤ³³⁴),true,shieu5,暂无
上海·市区(中新派),锈(銹),[空],shieu5(ɕiɤ³³⁴),true,shieu5,暂无
上海·市区(中新派),琇(琇),[空],shieu5(ɕiɤ³³⁴),true,shieu5,暂无
