where,word,mean,pinYin,toggle,pinYinSearch,Pronunciation,tone,pinYinRadical
上海·市区(中新派),哔(嗶),~叽,piq7(piɪʔ⁵⁵),TRUE,piq7,,55,piɪʔ
上海·市区(中新派),辟(辟),,phiq7(pʰiɪʔ⁵⁵),TRUE,phiq7,,55,pʰiɪʔ
上海·市区(中新派),撇(撇),,phiq7(pʰiɪʔ⁵⁵),TRUE,phiq7,,55,pʰiɪʔ
上海·市区(中新派),瞥(瞥),,phiq7(pʰiɪʔ⁵⁵),TRUE,phiq7,,55,pʰiɪʔ
上海·市区(中新派),辟(辟),,phiq7(pʰiɪʔ⁵⁵),TRUE,phiq7,,55,pʰiɪʔ
上海·市区(中新派),劈(劈),,phiq7(pʰiɪʔ⁵⁵),TRUE,phiq7,,55,pʰiɪʔ
上海·市区(中新派),霹(霹),,phiq7(pʰiɪʔ⁵⁵),TRUE,phiq7,,55,pʰiɪʔ
上海·市区(中新派),匹(匹),,phiq7(pʰiɪʔ⁵⁵),TRUE,phiq7,,55,pʰiɪʔ
上海·市区(中新派),癖(癖),,phiq7(pʰiɪʔ⁵⁵),TRUE,phiq7,,55,pʰiɪʔ
上海·市区(中新派),僻(僻),,phiq7(pʰiɪʔ⁵⁵),TRUE,phiq7,,55,pʰiɪʔ
上海·市区(中新派),辟(闢),,phiq7(pʰiɪʔ⁵⁵),TRUE,phiq7,,55,pʰiɪʔ
上海·市区(中新派),憋(憋),,biq8(biɪʔ¹²),TRUE,biq8,,12,biɪʔ
上海·市区(中新派),别(別),,biq8(biɪʔ¹²),TRUE,biq8,,12,biɪʔ
上海·市区(中新派),蹩(蹩),~脚,biq8(biɪʔ¹²),TRUE,biq8,,12,biɪʔ
上海·市区(中新派),鼻(鼻),,biq8(biɪʔ¹²),TRUE,biq8,,12,biɪʔ
上海·市区(中新派),枇(枇),~杷,biq8(biɪʔ¹²),TRUE,biq8,,12,biɪʔ
上海·市区(中新派),弼(弼),,biq8(biɪʔ¹²),TRUE,biq8,,12,biɪʔ
上海·市区(中新派),愎(愎),,biq8(biɪʔ¹²),TRUE,biq8,,12,biɪʔ
上海·市区(中新派),𧼱(𧼱),~出~进,biq8(biɪʔ¹²),TRUE,biq8,,12,biɪʔ
上海·市区(中新派),篾(篾),,miq8(miɪʔ¹²),TRUE,miq8,,12,miɪʔ
上海·市区(中新派),蔑(蔑),,miq8(miɪʔ¹²),TRUE,miq8,,12,miɪʔ
上海·市区(中新派),灭(滅),,miq8(miɪʔ¹²),TRUE,miq8,,12,miɪʔ
上海·市区(中新派),密(密),,miq8(miɪʔ¹²),TRUE,miq8,,12,miɪʔ
上海·市区(中新派),蜜(蜜),,miq8(miɪʔ¹²),TRUE,miq8,,12,miɪʔ
上海·市区(中新派),觅(覓),,miq8(miɪʔ¹²),TRUE,miq8,,12,miɪʔ
上海·市区(中新派),汨(汨),~罗江,miq8(miɪʔ¹²),TRUE,miq8,,12,miɪʔ
上海·市区(中新派),搣(搣),~螺丝，捻搓,miq8(miɪʔ¹²),TRUE,miq8,,12,miɪʔ
上海·市区(中新派),跌(跌),,tiq7(tiɪʔ⁵⁵),TRUE,tiq7,,55,tiɪʔ
上海·市区(中新派),滴(滴),,tiq7(tiɪʔ⁵⁵),TRUE,tiq7,,55,tiɪʔ
上海·市区(中新派),的(的),,tiq7(tiɪʔ⁵⁵),TRUE,tiq7,,55,tiɪʔ
上海·市区(中新派),嫡(嫡),,tiq7(tiɪʔ⁵⁵),TRUE,tiq7,,55,tiɪʔ
上海·市区(中新派),镝(鏑),,tiq7(tiɪʔ⁵⁵),TRUE,tiq7,,55,tiɪʔ
上海·市区(中新派),摘(摘),,tiq7(tiɪʔ⁵⁵),TRUE,tiq7,,55,tiɪʔ
上海·市区(中新派),擿(擿),~肉，~痧,tiq7(tiɪʔ⁵⁵),TRUE,tiq7,,55,tiɪʔ
上海·市区(中新派),扚(扚),~线头，掐,tiq7(tiɪʔ⁵⁵),TRUE,tiq7,,55,tiɪʔ
上海·市区(中新派),帖(帖),,thiq7(tʰiɪʔ⁵⁵),TRUE,thiq7,,55,tʰiɪʔ
上海·市区(中新派),贴(貼),,thiq7(tʰiɪʔ⁵⁵),TRUE,thiq7,,55,tʰiɪʔ
上海·市区(中新派),铁(鐵),,thiq7(tʰiɪʔ⁵⁵),TRUE,thiq7,,55,tʰiɪʔ
上海·市区(中新派),踢(踢),,thiq7(tʰiɪʔ⁵⁵),TRUE,thiq7,,55,tʰiɪʔ
上海·市区(中新派),剔(剔),,thiq7(tʰiɪʔ⁵⁵),TRUE,thiq7,,55,tʰiɪʔ
上海·市区(中新派),惕(惕),,thiq7(tʰiɪʔ⁵⁵),TRUE,thiq7,,55,tʰiɪʔ
上海·市区(中新派),迭(疊),,diq8(diɪʔ¹²),TRUE,diq8,,12,diɪʔ
上海·市区(中新派),碟(碟),,diq8(diɪʔ¹²),TRUE,diq8,,12,diɪʔ
上海·市区(中新派),牒(牒),,diq8(diɪʔ¹²),TRUE,diq8,,12,diɪʔ
上海·市区(中新派),蝶(蝶),,diq8(diɪʔ¹²),TRUE,diq8,,12,diɪʔ
上海·市区(中新派),谍(諜),,diq8(diɪʔ¹²),TRUE,diq8,,12,diɪʔ
上海·市区(中新派),迭(迭),,diq8(diɪʔ¹²),TRUE,diq8,,12,diɪʔ
上海·市区(中新派),笛(笛),,diq8(diɪʔ¹²),TRUE,diq8,,12,diɪʔ
上海·市区(中新派),迪(迪),,diq8(diɪʔ¹²),TRUE,diq8,,12,diɪʔ
上海·市区(中新派),敌(敵),,diq8(diɪʔ¹²),TRUE,diq8,,12,diɪʔ
上海·市区(中新派),狄(狄),,diq8(diɪʔ¹²),TRUE,diq8,,12,diɪʔ
上海·市区(中新派),荻(荻),,diq8(diɪʔ¹²),TRUE,diq8,,12,diɪʔ
上海·市区(中新派),翟(翟),,diq8(diɪʔ¹²),TRUE,diq8,,12,diɪʔ
上海·市区(中新派),籴(糴),,diq8(diɪʔ¹²),TRUE,diq8,,12,diɪʔ
上海·市区(中新派),涤(滌),,diq8(diɪʔ¹²),TRUE,diq8,,12,diɪʔ
上海·市区(中新派),列(列),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),裂(裂),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),烈(烈),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),冽(冽),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),立(立),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),粒(粒),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),捩(捩),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),栗(栗),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),溧(溧),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),栗(慄),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),力(力),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),历(歷),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),历(曆),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),沥(瀝),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),枥(櫪),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),雳(靂),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),砾(礫),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),栎(櫟),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),荔(荔),~枝,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),莅(蒞),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),律(律),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),率(率),效~,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),劣(劣),,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),𢯰(𢯰),~干,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),𧛿(𧛿),衣裳~转，急缠,liq8(liɪʔ¹²),TRUE,liq8,,12,liɪʔ
上海·市区(中新派),接(接),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),揭(揭),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),结(結),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),劫(劫),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),荚(莢),毛豆~,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),颊(頰),面~骨,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),孑(孑),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),节(節),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),疖(癤),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),洁(潔),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),拮(拮),~据,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),桔(桔),~梗,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),积(積),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),迹(跡),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),激(激),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),击(擊),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),绩(績),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),渍(漬),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),急(急),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),级(級),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),汲(汲),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),吉(吉),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),即(即),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),棘(棘),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),脊(脊),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),鹡(鶺),~鸰,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),瘠(瘠),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),给(給),供~,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),戟(戟),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),鲫(鯽),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),唧(唧),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),稷(稷),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),髻(髻),,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),挟(挾),~菜,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),䥛(䥛),镰刀,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),𧉆(𧉆),~，蟋蟀,ciq7(tɕiɪʔ⁵⁵),TRUE,ciq7,,55,tɕiɪʔ
上海·市区(中新派),切(切),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),窃(竊),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),锲(鍥),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),怯(怯),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),七(七),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),柒(柒),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),漆(漆),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),戚(戚),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),乞(乞),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),葺(葺),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),泣(泣),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),迄(迄),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),讫(訖),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),吃(喫),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),缉(緝),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),辑(輯),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),契(契),,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),齕(齕),~牢，咬住,chiq7(tɕʰiɪʔ⁵⁵),TRUE,chiq7,,55,tɕʰiɪʔ
上海·市区(中新派),杰(傑),,jiq8(dʑiɪʔ¹²),TRUE,jiq8,,12,dʑiɪʔ
上海·市区(中新派),竭(竭),,jiq8(dʑiɪʔ¹²),TRUE,jiq8,,12,dʑiɪʔ
上海·市区(中新派),桀(桀),,jiq8(dʑiɪʔ¹²),TRUE,jiq8,,12,dʑiɪʔ
上海·市区(中新派),及(及),,jiq8(dʑiɪʔ¹²),TRUE,jiq8,,12,dʑiɪʔ
上海·市区(中新派),笈(笈),,jiq8(dʑiɪʔ¹²),TRUE,jiq8,,12,dʑiɪʔ
上海·市区(中新派),极(極),,jiq8(dʑiɪʔ¹²),TRUE,jiq8,,12,dʑiɪʔ
上海·市区(中新派),剧(劇),,jiq8(dʑiɪʔ¹²),TRUE,jiq8,,12,dʑiɪʔ
上海·市区(中新派),蹑(躡),,gniq8(ȵiɪʔ¹²),TRUE,gniq8,,12,ȵiɪʔ
上海·市区(中新派),镊(鑷),,gniq8(ȵiɪʔ¹²),TRUE,gniq8,,12,ȵiɪʔ
上海·市区(中新派),聂(聶),,gniq8(ȵiɪʔ¹²),TRUE,gniq8,,12,ȵiɪʔ
上海·市区(中新派),孽(孽),,gniq8(ȵiɪʔ¹²),TRUE,gniq8,,12,ȵiɪʔ
上海·市区(中新派),蘗(蘗),,gniq8(ȵiɪʔ¹²),TRUE,gniq8,,12,ȵiɪʔ
上海·市区(中新派),啮(嚙),,gniq8(ȵiɪʔ¹²),TRUE,gniq8,,12,ȵiɪʔ
上海·市区(中新派),业(業),,gniq8(ȵiɪʔ¹²),TRUE,gniq8,,12,ȵiɪʔ
上海·市区(中新派),涅(涅),,gniq8(ȵiɪʔ¹²),TRUE,gniq8,,12,ȵiɪʔ
上海·市区(中新派),匿(匿),,gniq8(ȵiɪʔ¹²),TRUE,gniq8,,12,ȵiɪʔ
上海·市区(中新派),逆(逆),,gniq8(ȵiɪʔ¹²),TRUE,gniq8,,12,ȵiɪʔ
上海·市区(中新派),溺(溺),,gniq8(ȵiɪʔ¹²),TRUE,gniq8,,12,ȵiɪʔ
上海·市区(中新派),日(日),白,gniq8(ȵiɪʔ¹²),TRUE,gniq8,,12,ȵiɪʔ
上海·市区(中新派),热(熱),,gniq8(ȵiɪʔ¹²),TRUE,gniq8,,12,ȵiɪʔ
上海·市区(中新派),镍(鎳),,gniq8(ȵiɪʔ¹²),TRUE,gniq8,,12,ȵiɪʔ
上海·市区(中新派),蝎(蝎),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),歇(歇),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),楔(楔),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),胁(脅),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),亵(褻),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),泄(洩),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),屑(屑),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),薛(薛),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),雪(雪),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),吸(吸),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),熄(熄),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),媳(媳),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),息(息),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),悉(悉),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),膝(膝),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),蟋(蟋),~蟀,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),昔(昔),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),惜(惜),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),析(析),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),淅(淅),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),锡(錫),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),晰(晰),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),歙(歙),~县,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),蜥(蜥),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),隙(隙),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),戌(戌),,shiq7(ɕiɪʔ⁵⁵),TRUE,shiq7,,55,ɕiɪʔ
上海·市区(中新派),睫(睫),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),捷(捷),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),截(截),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),藉(藉),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),绝(絕),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),集(集),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),疾(疾),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),蒺(蒺),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),籍(籍),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),寂(寂),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),习(習),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),袭(襲),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),席(席),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),夕(夕),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),硅(矽),,zhiq8(ʑiɪʔ¹²),TRUE,zhiq8,,12,ʑiɪʔ
上海·市区(中新派),叶(葉),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),页(頁),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),曳(曳),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),液(液),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),腋(腋),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),掖(掖),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),轶(軼),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),佚(佚),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),逸(逸),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),熠(熠),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),翼(翼),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),翌(翌),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),亦(亦),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),弋(弋),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),奕(奕),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),弈(弈),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),译(譯),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),驿(驛),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),绎(繹),,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),易(易),交~,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),蜴(蜴),蜥~,yiq8(ɦiɪʔ¹²),TRUE,yiq8,,12,ɦiɪʔ
上海·市区(中新派),噎(噎),,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),咽(咽),哽~,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),靥(靨),,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),揖(揖),,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),一(一),,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),乙(乙),,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),壹(壹),,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),抑(抑),,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),溢(溢),,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),益(益),,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),缢(縊),,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),邑(邑),,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),悒(悒),,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),谒(謁),,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),擪(擪),~干水，按，按吸,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),搕(搕),~牢勿拨人家看，用手遮盖,iq7(iɪʔ⁵⁵),TRUE,iq7,,55,iɪʔ
上海·市区(中新派),厥(厥),,ciuq7(tɕyɪʔ⁵⁵),TRUE,ciuq7,,55,tɕyɪʔ
上海·市区(中新派),蕨(蕨),,ciuq7(tɕyɪʔ⁵⁵),TRUE,ciuq7,,55,tɕyɪʔ
上海·市区(中新派),蹶(蹶),,ciuq7(tɕyɪʔ⁵⁵),TRUE,ciuq7,,55,tɕyɪʔ
上海·市区(中新派),决(決),,ciuq7(tɕyɪʔ⁵⁵),TRUE,ciuq7,,55,tɕyɪʔ
上海·市区(中新派),抉(抉),,ciuq7(tɕyɪʔ⁵⁵),TRUE,ciuq7,,55,tɕyɪʔ
上海·市区(中新派),诀(訣),,ciuq7(tɕyɪʔ⁵⁵),TRUE,ciuq7,,55,tɕyɪʔ
上海·市区(中新派),镢(钁),,ciuq7(tɕyɪʔ⁵⁵),TRUE,ciuq7,,55,tɕyɪʔ
